ID;Ambito;Departamento/Continente;Provincia/Pais;Distrito/Estado;Localidad/Embajada;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
196;NACIONAL;HUANCAVELICA;HUANCAVELICA;ACORIA;I.E.S. JOSE GALVEZ EGUSQUIZA;17211;153;0;153;0;4;0;157;299
197;NACIONAL;HUANCAVELICA;HUANCAVELICA;ACORIA;IE 36386 SAN ANTONIO DE AÑAYLLA;901308;154;2;156;3;4;0;163;188
198;NACIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;IE 36036;17275;206;1;207;0;11;0;218;300
199;NACIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;IE 36293 SAN JUAN DE CCARHUACC;901316;204;0;204;0;0;0;204;255
200;NACIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;IE 36293 SAN JUAN DE CCARHUACC;901317;203;0;203;1;1;0;205;256
201;NACIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;IE 36293 SAN JUAN DE CCARHUACC;901319;211;0;211;0;0;0;211;256
202;NACIONAL;HUANCAVELICA;HUANCAVELICA;YAULI;IE SAN MARTIN DE PORRES;17302;238;1;239;0;0;0;239;300
203;NACIONAL;HUANCAVELICA;TAYACAJA;COLCABAMBA;IE 30946;901397;220;2;222;1;8;0;231;287
204;NACIONAL;HUANUCO;HUAMALIES;ARANCAY;IE 32731;901542;42;0;42;0;2;0;44;87
205;NACIONAL;HUANUCO;HUANUCO;CHINCHAO;IE NUESTRA SEÑORA DE LOURDES;18236;0;0;0;0;199;0;199;300
206;NACIONAL;HUANUCO;HUANUCO;CHURUBAMBA;IE MICAELA BASTIDAS;18286;0;0;0;0;293;0;293;293
207;NACIONAL;HUANUCO;HUANUCO;MARGOS;I.E JESÚS DE NAZARENO;18317;154;0;154;1;36;0;191;300
208;NACIONAL;HUANUCO;HUANUCO;SANTA MARIA DEL VALLE;12;18386;0;0;0;0;117;0;117;248
209;NACIONAL;HUANUCO;PACHITEA;UMARI;IE LA PUNTA;901611;0;0;0;0;202;0;202;261
210;NACIONAL;HUANUCO;YAROWILCA;CHAVINILLO;IE ESTEBAN PAVLETICH TRUJILLO;19771;194;2;196;0;3;0;199;300
211;NACIONAL;HUANUCO;YAROWILCA;CHAVINILLO;IE ESTEBAN PAVLETICH TRUJILLO;19772;195;1;196;0;13;0;209;300
212;NACIONAL;HUANUCO;YAROWILCA;CHORAS;I.E.P 32215 GARU;19848;97;2;99;2;4;0;105;216
213;NACIONAL;HUANUCO;YAROWILCA;CHORAS;IE INTEGRADA GARU;19844;197;0;197;0;0;0;197;300
214;NACIONAL;ICA;CHINCHA;CHINCHA ALTA;IEI 225 EMILIA BARCIA BONIFFATTI;20948;0;0;0;0;274;0;274;300
215;NACIONAL;ICA;CHINCHA;PUEBLO NUEVO;IE 255 NIÑO DE JESUS DE PRAGA;21341;0;0;0;0;262;0;262;300
216;NACIONAL;ICA;CHINCHA;SUNAMPE;IE 22290 - GUAYABO;21242;0;0;0;0;270;0;270;300
217;NACIONAL;ICA;ICA;ICA;IE 22733 REPUBLICA DE CANADA;20033;0;0;0;0;50;0;50;300
218;NACIONAL;ICA;ICA;TATE;IE 22360 FRANCISCO PEREZ ANAMPA;20827;0;0;0;0;67;0;67;300
219;NACIONAL;JUNIN;HUANCAYO;HUANCAYO;IE 30059 ROSA DE AMERICA;22222;0;0;0;0;221;0;221;300
220;NACIONAL;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;IE YUNCA CHAQUICOCHA;23480;74;1;75;0;7;0;82;125
221;NACIONAL;JUNIN;SATIPO;RIO TAMBO;IE LA INMACULADA;24773;0;0;0;0;124;0;124;300
222;NACIONAL;JUNIN;SATIPO;SATIPO;IE JOSE OLAYA;24482;0;0;0;0;240;0;240;300
223;NACIONAL;JUNIN;SATIPO;SATIPO;IE RAFAEL GASTELUA SECUNDARIA;24506;0;0;0;0;226;0;226;300
224;NACIONAL;JUNIN;SATIPO;VIZCATAN DEL ENE;IE 31914 SAN MIGUEL DEL ENE;24791;159;2;161;1;1;0;163;280
225;NACIONAL;LA LIBERTAD;BOLIVAR;BAMBAMARCA;IE 80099 TUPAC AMARU;28014;0;0;0;0;169;0;169;300
226;NACIONAL;LA LIBERTAD;OTUZCO;OTUZCO;IE SIMON BOLIVAR;28428;0;0;0;0;300;0;300;300
227;NACIONAL;LA LIBERTAD;PATAZ;PARCOY;IE 80454 ANDRES AVELINO CACERES;28956;0;0;0;0;300;0;300;300
228;NACIONAL;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;IE 80779 LA INMACULADA;28059;0;0;0;0;231;0;231;300
229;NACIONAL;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;IE 81578;29095;0;0;0;0;91;0;91;291
230;NACIONAL;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;IE 80521 MANUEL ENCARNACION SAAVEDRA GELDRES;29035;0;0;0;0;227;0;227;300
231;NACIONAL;LA LIBERTAD;TRUJILLO;LA ESPERANZA;ESTADIO MUNICIPAL VICTOR RAUL HAYA DE LA TORRE;27768;0;0;0;0;254;0;254;300
232;NACIONAL;LA LIBERTAD;TRUJILLO;LA ESPERANZA;IE 80829 JOSE OLAYA;27649;0;0;0;0;168;0;168;300
233;NACIONAL;LA LIBERTAD;TRUJILLO;TRUJILLO;IE RAFAEL NARVAEZ CADENILLAS;26140;0;0;0;0;240;0;240;300
234;NACIONAL;LAMBAYEQUE;CHICLAYO;CHICLAYO;048 SEMILLLITAS DE JESUS;30678;0;0;0;0;251;0;251;300
235;NACIONAL;LAMBAYEQUE;FERREÑAFE;CAÑARIS;LOCAL DE LA RONDA CAMPESINA DEL CASERIO DE HUARHUARCUCHO;32468;8;2;10;0;0;0;10;128
236;NACIONAL;LORETO;ALTO AMAZONAS;BALSAPUERTO;EBR BALSAPUERTO;62341;38;1;39;0;0;0;39;294
237;NACIONAL;LORETO;ALTO AMAZONAS;BALSAPUERTO;IEPBR PANAN;902391;163;0;163;1;2;0;166;284
238;NACIONAL;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;I.E.P. - E.B.R. SHUCUSHYACU;62431;0;0;0;0;169;0;169;283
239;NACIONAL;LORETO;ALTO AMAZONAS;YURIMAGUAS;IE 62011 ASCENCIO RIVERA CASTILLO - PRIMARIA;902351;0;0;0;0;198;0;198;293
240;NACIONAL;LORETO;DATEM DEL MARAÑON;ANDOAS;IE N°62186;902503;81;1;82;4;5;0;91;252
241;NACIONAL;LORETO;DATEM DEL MARAÑON;ANDOAS;IE N°62186;902504;59;1;60;1;3;0;64;252
242;NACIONAL;LORETO;DATEM DEL MARAÑON;ANDOAS;IE N°62186;902505;47;2;49;2;5;0;56;252
243;NACIONAL;LORETO;DATEM DEL MARAÑON;ANDOAS;IEP N° 62379;902493;25;1;26;0;2;0;28;124
244;NACIONAL;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;IEGP N° 62105;63036;59;1;60;0;1;0;61;290
245;NACIONAL;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;IEGP N° 62105;63040;97;2;99;1;3;0;103;290
246;NACIONAL;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;IEP N° 62313;902511;92;2;94;0;7;0;101;262
247;NACIONAL;LORETO;DATEM DEL MARAÑON;MANSERICHE;IEPVA AGROPECUARIA;902518;148;2;150;1;4;0;155;201
248;NACIONAL;LORETO;DATEM DEL MARAÑON;MORONA;IE N° 62242;902526;67;1;68;9;1;0;78;202
249;NACIONAL;LORETO;DATEM DEL MARAÑON;MORONA;IE N° 62242;902527;95;1;96;1;13;0;110;202
250;NACIONAL;LORETO;DATEM DEL MARAÑON;PASTAZA;IEP N° 601535;902530;44;1;45;2;1;0;48;154
251;NACIONAL;LORETO;DATEM DEL MARAÑON;PASTAZA;IEPTI N°62323;902535;33;2;35;0;1;0;36;123
252;NACIONAL;LORETO;LORETO;NAUTA;IE 60520 MIGUEL GRAU SEMINARIO;62456;0;0;0;0;208;0;208;300
253;NACIONAL;LORETO;LORETO;NAUTA;IEPS 60540 WOSTER SALINAS SAAVEDRA;902395;0;0;0;0;115;0;115;258
254;NACIONAL;LORETO;MAYNAS;NAPO;IST 60087 LUCILLE GAGNE PELLERIN;61478;0;0;0;0;120;0;120;300
255;NACIONAL;LORETO;MAYNAS;PUNCHANA;CETPRO PADRE JESUS GARCIA;61701;0;0;0;0;204;0;204;300
256;NACIONAL;LORETO;MAYNAS;TORRES CAUSANA;IEP 60326 CABO PANTOJA;61496;0;0;0;0;138;0;138;287
257;NACIONAL;LORETO;MAYNAS;TORRES CAUSANA;IEP 60326 CABO PANTOJA;61497;0;0;0;0;97;0;97;287
258;NACIONAL;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;IEPS N 6010104 TENIENTE EJERCITO RUIZ GARCIA RUIZ;63111;0;0;0;0;97;0;97;273
259;NACIONAL;LORETO;UCAYALI;CONTAMANA;"I.E.I CUNA JARDIN N° 212 ""NIÑO JESUS""";62726;0;0;0;0;217;0;217;300
260;NACIONAL;MADRE DE DIOS;MANU;MADRE DE DIOS;IE BASICA REGULAR BOCA COLORADO;902559;0;0;0;0;193;0;193;293
261;NACIONAL;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;ALIANZA ICHUÑA BELGICA;63750;107;2;109;3;2;0;114;189
262;NACIONAL;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;ALIANZA ICHUÑA BELGICA;63751;127;2;129;0;3;0;132;188
263;NACIONAL;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;ALIANZA RENOVADA ICHUÑA BELGICA;63753;229;2;231;1;1;0;233;300
264;NACIONAL;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;IE 43096 JOSE ABELARDO QUIÑONES;63774;42;2;44;0;2;0;46;49
265;NACIONAL;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;IE MIGUEL CONSTANTINIDES ROSADO;902569;206;0;206;0;4;0;210;271
266;NACIONAL;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;IE GENERAL CORDOVA;64421;171;2;173;0;30;0;203;300
267;NACIONAL;PIURA;AYABACA;PACAIPAMPA;IE SAN FRANCISCO DE ASIS;902662;181;2;183;2;7;0;192;265
268;NACIONAL;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;IE SAN MIGUEL ARCANGEL;67153;0;0;0;0;300;0;300;300
269;NACIONAL;PIURA;MORROPON;SALITRAL;IE. JORGE BASADRE;67483;0;0;0;0;300;0;300;300
270;NACIONAL;PIURA;PAITA;PAITA;IE 14739 ELISEO ALCIDES BERNAL LA SERNA;67732;0;0;0;0;249;0;249;300
271;NACIONAL;PIURA;PIURA;CASTILLA;IE PARROQUIAL NIÑO JESUS DE PRAGA;65516;0;0;0;0;169;0;169;300
272;NACIONAL;PIURA;PIURA;CASTILLA;IEP IDEPUNP;65423;0;0;0;0;253;0;253;300
273;NACIONAL;PIURA;PIURA;CATACAOS;IEP SANTA MARIA;65647;0;0;0;0;40;0;40;300
274;NACIONAL;PIURA;PIURA;CURA MORI;CRFA LAS CAPULLANAS;66215;0;0;0;0;244;0;244;300
275;NACIONAL;PIURA;PIURA;CURA MORI;IE 14053;66229;0;0;0;0;232;0;232;300
276;NACIONAL;PIURA;PIURA;LA ARENA;IE 14123;65758;0;0;0;0;231;0;231;300
277;NACIONAL;PIURA;PIURA;LA UNION;IEP SANTA BERNARDITA;65842;0;0;0;0;63;0;63;285
278;NACIONAL;PIURA;PIURA;LA UNION;MINI COLISEO DEPORTIVO MUNICIPAL LA UNION;65836;0;0;0;0;238;0;238;300
279;NACIONAL;PIURA;PIURA;PIURA;20124;64956;0;0;0;0;235;0;235;300
280;NACIONAL;PIURA;TALARA;MANCORA;IE 14917 MICAELA BASTIDAS - SECUNDARIA;69053;0;0;0;0;246;0;246;300
281;NACIONAL;PUNO;AZANGARO;ASILLO;IEP 72002 SEÑOR DE LOS MILAGROS;69997;233;2;235;0;1;0;236;300
282;NACIONAL;PUNO;AZANGARO;ASILLO;IEP 72005 SAN MARTIN DE PORRES;70028;205;0;205;0;8;0;213;300
283;NACIONAL;PUNO;AZANGARO;ASILLO;IEP 72005 SAN MARTIN DE PORRES;70030;222;0;222;0;5;0;227;300
284;NACIONAL;PUNO;AZANGARO;ASILLO;IEP 72005 SAN MARTIN DE PORRES;70034;198;1;199;0;9;0;208;300
285;NACIONAL;PUNO;AZANGARO;ASILLO;IES SAN GERONIMO;70007;252;1;253;1;12;0;266;300
286;NACIONAL;PUNO;AZANGARO;ASILLO;IES SAN GERONIMO;70012;255;1;256;0;8;0;264;300
287;NACIONAL;PUNO;AZANGARO;ASILLO;IES SAN GERONIMO;70013;247;2;249;0;15;0;264;300
288;NACIONAL;PUNO;AZANGARO;ASILLO;IES SAN GERONIMO;70017;250;2;252;0;5;0;257;300
289;NACIONAL;PUNO;AZANGARO;ASILLO;IES SAN GERONIMO;70019;255;2;257;0;13;0;270;300
290;NACIONAL;PUNO;AZANGARO;AZANGARO;IEP 72017;69878;243;0;243;0;11;0;254;300
291;NACIONAL;PUNO;AZANGARO;AZANGARO;IES INA 21 JOSE DOMINGO CHOQUEHUANCA;69901;265;1;266;0;7;0;273;300
292;NACIONAL;PUNO;AZANGARO;AZANGARO;IES INA 21 JOSE DOMINGO CHOQUEHUANCA;69902;269;2;271;0;6;0;277;300
293;NACIONAL;PUNO;AZANGARO;AZANGARO;IES PRIVADA CERMAT SCHOOL;69913;249;1;250;0;2;0;252;300
294;NACIONAL;PUNO;AZANGARO;AZANGARO;INSTITUTO SUPERIOR PEDAGOGICO PUBLICO AZANGARO;69951;237;1;238;1;5;0;244;300
295;NACIONAL;PUNO;AZANGARO;AZANGARO;INSTITUTO SUPERIOR PEDAGOGICO PUBLICO AZANGARO;69952;212;2;214;0;20;0;234;300
296;NACIONAL;PUNO;AZANGARO;AZANGARO;INSTITUTO SUPERIOR PEDAGOGICO PUBLICO AZANGARO;69957;219;0;219;0;8;0;227;300
297;NACIONAL;PUNO;AZANGARO;CHUPA;IEP 72125;70048;240;0;240;0;6;0;246;300
298;NACIONAL;PUNO;AZANGARO;CHUPA;IEP 72125;70053;257;2;259;0;0;0;259;300
299;NACIONAL;PUNO;AZANGARO;CHUPA;IES Nº 125 CHUPA;70058;227;0;227;0;6;0;233;300
300;NACIONAL;PUNO;AZANGARO;CHUPA;IES Nº 125 CHUPA;70060;226;2;228;0;13;0;241;300
301;NACIONAL;PUNO;AZANGARO;CHUPA;IES Nº 125 CHUPA;70066;214;0;214;0;19;0;233;300
302;NACIONAL;PUNO;AZANGARO;MUÑANI;IE PRIMARIA 72080 PEDRO VILCAPAZA MORORCCO;902831;208;2;210;2;7;0;219;262
303;NACIONAL;PUNO;AZANGARO;MUÑANI;IE PRIMARIA 72080 PEDRO VILCAPAZA MORORCCO;902832;212;2;214;0;5;0;219;262
304;NACIONAL;PUNO;AZANGARO;MUÑANI;IE PRIMARIA 72080 PEDRO VILCAPAZA MORORCCO;902834;198;2;200;0;0;0;200;262
305;NACIONAL;PUNO;AZANGARO;SAMAN;IEP 72024 MANUEL NUÑEZ BUTRON;70133;243;2;245;0;12;0;257;300
306;NACIONAL;PUNO;AZANGARO;SAMAN;IES SAN AGUSTIN;70111;246;0;246;0;17;0;263;295
307;NACIONAL;PUNO;AZANGARO;SAN JOSE;IES SAN JOSE;70156;184;1;185;1;0;0;186;258
308;NACIONAL;PUNO;AZANGARO;TIRAPATA;IES TUPAC AMARU II;70192;204;2;206;2;4;0;212;269
309;NACIONAL;PUNO;AZANGARO;TIRAPATA;IES TUPAC AMARU II;70194;205;1;206;0;4;0;210;268
310;NACIONAL;PUNO;CARABAYA;ITUATA;IES INDEPENDENCIA AMERICANA;70304;232;1;233;0;1;0;234;300
311;NACIONAL;PUNO;CHUCUITO;HUACULLANI;CETPRO JOYAS ESCONDIDAS;70430;197;2;199;0;8;0;207;253
312;NACIONAL;PUNO;CHUCUITO;POMATA;IES 73 AGROPECUARIO;70488;244;1;245;1;1;0;247;300
313;NACIONAL;PUNO;CHUCUITO;ZEPITA;IEP 70263;70513;240;2;242;0;0;0;242;300
314;NACIONAL;PUNO;CHUCUITO;ZEPITA;IES ANDRES AVELINO CACERES;70498;226;0;226;0;2;0;228;300
315;NACIONAL;PUNO;CHUCUITO;ZEPITA;INSTITUTO DE EDUCACION SUPERIOR-TECNOLOGICO;70507;231;0;231;0;8;0;239;300
316;NACIONAL;PUNO;EL COLLAO;CONDURIRI;IEP 70610;72267;232;1;233;0;1;0;234;286
317;NACIONAL;PUNO;EL COLLAO;ILAVE;IE 70324 ROSACANI;902891;189;2;191;0;11;0;202;251
318;NACIONAL;PUNO;EL COLLAO;ILAVE;IE 70324 ROSACANI;902893;173;2;175;1;8;0;184;250
319;NACIONAL;PUNO;EL COLLAO;ILAVE;IEP 70315 GLORIOSO 895;72181;207;0;207;0;23;0;230;300
320;NACIONAL;PUNO;EL COLLAO;ILAVE;IEP 71007 MARIANO ZEVALLOS GONZALES;72199;237;2;239;0;2;0;241;300
321;NACIONAL;PUNO;EL COLLAO;ILAVE;IEP PITAGORAS;72114;47;2;49;0;5;0;54;54
322;NACIONAL;PUNO;EL COLLAO;ILAVE;IEP PITAGORAS;72162;264;2;266;0;1;0;267;300
323;NACIONAL;PUNO;EL COLLAO;ILAVE;IES POLITECNICO REGIONAL DON BOSCO;72133;217;0;217;0;12;0;229;300
324;NACIONAL;PUNO;EL COLLAO;PILCUYO;IES CESAR VALLEJO;72238;209;2;211;2;18;0;231;300
325;NACIONAL;PUNO;EL COLLAO;PILCUYO;IES CESAR VALLEJO;72239;226;1;227;0;8;0;235;300
326;NACIONAL;PUNO;HUANCANE;HUANCANE;327;70576;175;2;177;3;5;0;185;244
327;NACIONAL;PUNO;HUANCANE;HUANCANE;72229;70547;269;2;271;0;1;0;272;300
328;NACIONAL;PUNO;HUANCANE;HUANCANE;73003;70586;265;2;267;0;3;0;270;300
329;NACIONAL;PUNO;HUANCANE;HUANCANE;IEP 73003;70601;176;0;176;0;30;0;206;300
330;NACIONAL;PUNO;HUANCANE;HUANCANE;IES CESAR VALLEJO;70569;243;1;244;4;5;0;253;300
331;NACIONAL;PUNO;HUANCANE;HUANCANE;IES CESAR VALLEJO;70571;228;0;228;0;18;0;246;300
332;NACIONAL;PUNO;HUANCANE;HUATASANI;IES HUATASANI;70721;230;2;232;0;0;0;232;276
333;NACIONAL;PUNO;HUANCANE;INCHUPALLA;INCHUPALLA;70616;234;1;235;0;8;0;243;287
334;NACIONAL;PUNO;HUANCANE;INCHUPALLA;INCHUPALLA;70618;241;1;242;0;12;0;254;288
335;NACIONAL;PUNO;HUANCANE;PUSI;IEP 72308 JUAN BUSTAMANTE DUEÑAS;70636;232;1;233;0;12;0;245;288
336;NACIONAL;PUNO;HUANCANE;TARACO;IEP 72231 CESAR VALLEJO MENDOZA;70661;253;2;255;1;0;0;256;291
337;NACIONAL;PUNO;HUANCANE;VILQUE CHICO;IE VICTOR ANDRES BELAUNDE;902865;160;0;160;0;9;0;169;188
338;NACIONAL;PUNO;MELGAR;AYAVIRI;71012;70856;249;2;251;0;18;0;269;300
339;NACIONAL;PUNO;MELGAR;NUÑOA;IE 70476;70983;181;2;183;0;32;0;215;300
340;NACIONAL;PUNO;MOHO;CONIMA;IES AGRO INDUSTRIAL 128;72315;190;2;192;0;2;0;194;281
341;NACIONAL;PUNO;MOHO;MOHO;IEP 73004 JOSE ANTONIO ENCINAS;72279;188;2;190;3;4;0;197;300
342;NACIONAL;PUNO;MOHO;TILALI;TILALI;72320;174;1;175;1;2;0;178;259
343;NACIONAL;PUNO;PUNO;ACORA;IES JEC RICARDO PALMA - TOTORANI;902799;197;1;198;0;10;0;208;260
344;NACIONAL;PUNO;PUNO;ACORA;IES JEC RICARDO PALMA - TOTORANI;902801;192;2;194;0;14;0;208;256
345;NACIONAL;PUNO;PUNO;CHUCUITO;IES INCA GARCILASO DE LA VEGA;902815;225;1;226;1;0;0;227;279
346;NACIONAL;PUNO;PUNO;PLATERIA;IES GAMALIEL CHURATA;902825;144;0;144;0;9;0;153;174
347;NACIONAL;PUNO;SAN ANTONIO DE PUTINA;ANANEA;IEP 72132;72084;208;1;209;0;17;0;226;284
348;NACIONAL;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;92;72068;224;2;226;0;3;0;229;300
349;NACIONAL;PUNO;SAN ANTONIO DE PUTINA;QUILCAPUNCU;IEP 72297;72073;259;1;260;0;2;0;262;300
350;NACIONAL;PUNO;SAN ROMAN;CABANA;INSTITUCION EDUCATIVA SECUNDARIA;71787;232;2;234;0;15;0;249;287
351;NACIONAL;PUNO;SANDIA;CUYOCUYO;IES CARLOS OQUENDO DE AMAT;71078;226;2;228;0;8;0;236;300
352;NACIONAL;PUNO;YUNGUYO;YUNGUYO;IES CESAR VALLEJO;71970;231;0;231;0;0;0;231;300
353;NACIONAL;PUNO;YUNGUYO;YUNGUYO;IES JOSE GALVEZ;71917;209;0;209;0;3;0;212;300
354;NACIONAL;PUNO;YUNGUYO;YUNGUYO;IES MICAELA BASTIDAS;71976;214;2;216;0;8;0;224;300
355;NACIONAL;SAN MARTIN;EL DORADO;SAN MARTIN;IE 0309 TUPAC AMARU II;74350;0;0;0;0;224;0;224;300
356;NACIONAL;SAN MARTIN;EL DORADO;SANTA ROSA;IE Nº 0326 - PRIMARIA / SECUNDARIA;903058;0;0;0;0;232;0;232;252
357;NACIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;I.E 268 MI DULCE HOGAR;72991;0;0;0;0;185;0;185;296
358;NACIONAL;SAN MARTIN;MARISCAL CACERES;PACHIZA;IE 0480 JOSE GABRIEL CONDORCANQUI NOGUERA;73014;0;0;0;0;99;0;99;230
359;NACIONAL;SAN MARTIN;TOCACHE;TOCACHE;228;73998;0;0;0;0;239;0;239;300
360;NACIONAL;SAN MARTIN;TOCACHE;UCHIZA;IE 0426 INMACULADA CONCEPCION;74160;0;0;0;0;88;0;88;280
361;NACIONAL;TUMBES;TUMBES;TUMBES;IEI 049 MIS PRIMEROS PASOS;75508;0;0;0;0;52;0;52;57
362;NACIONAL;UCAYALI;CORONEL PORTILLO;CALLERIA;CEBA - EL ARENAL;78755;0;0;0;0;231;0;231;300
363;NACIONAL;UCAYALI;CORONEL PORTILLO;YARINACOCHA;IE 64096;79164;0;0;0;0;199;0;199;300
364;NACIONAL;UCAYALI;PADRE ABAD;CURIMANA;IE CURIMANA;79770;0;0;0;0;294;0;294;294
365;NACIONAL;LIMA;HUARAL;CHANCAY;20799 DANIEL ALCIDES CARRION;60366;0;0;0;0;300;0;300;300
366;NACIONAL;LIMA;HUAURA;HUACHO;IE 20318 JOSE A MACNAMARA IEI 658 FE Y ALEGRIA;59172;0;0;0;0;54;0;54;300
367;NACIONAL;LIMA;HUAURA;HUALMAY;IEP LICEO ESPAÑOL SAN JUAN BAUTISTA;59243;0;0;0;0;300;0;300;300
368;NACIONAL;LIMA;HUAURA;SAYAN;IE 20849 JOSE FAUSTINO SANCHEZ CARRION;902261;0;0;0;0;242;0;242;282
369;NACIONAL;LIMA;LIMA;ATE;206 HUELLITAS DE AMOR;34521;0;0;0;0;256;0;256;300
370;NACIONAL;LIMA;LIMA;ATE;IE 1270 JUAN EL BAUTISTA;35919;0;0;0;0;231;0;231;300
371;NACIONAL;LIMA;LIMA;ATE;LOSA DEPORTIVA NIÑO JESUS II ETAPA;35765;0;0;0;0;193;0;193;300
372;NACIONAL;LIMA;LIMA;BARRANCO;02 LAURA ALVA SALDAÑA;44552;0;0;0;0;224;0;224;269
373;NACIONAL;LIMA;LIMA;BARRANCO;IE 7049 CAP FAP JOSE ABELARDO QUIÑONES GONZALES;44649;0;0;0;0;216;0;216;300
374;NACIONAL;LIMA;LIMA;BREÑA;POLITECNICO SALESIANO - SALESTEC;36224;0;0;0;0;300;0;300;300
375;NACIONAL;LIMA;LIMA;CARABAYLLO;SANTA ROSA DE VILLA;36548;0;0;0;0;205;0;205;300
376;NACIONAL;LIMA;LIMA;CHORRILLOS;IE 7066 ANDRES AVELINO CACERES;39101;0;0;0;0;300;0;300;300
377;NACIONAL;LIMA;LIMA;CHORRILLOS;IE 7076 BRISAS DE VILLA;39152;0;0;0;0;236;0;236;300
378;NACIONAL;LIMA;LIMA;COMAS;888 SEÑOR DE LOS MILAGROS;37138;0;0;0;0;263;0;263;300
379;NACIONAL;LIMA;LIMA;COMAS;ESTADIO TEOFILO CUBILLAS;38125;0;0;0;0;250;0;250;300
380;NACIONAL;LIMA;LIMA;COMAS;IE 2022 SINCHI ROCA;37468;0;0;0;0;261;0;261;300
381;NACIONAL;LIMA;LIMA;COMAS;IE PERUANO SUIZO;37954;0;0;0;0;283;0;283;300
382;NACIONAL;LIMA;LIMA;EL AGUSTINO;IE GRAN MARISCAL ANDRES AVELINO CACERES DORREGARAY;51020;0;0;0;0;250;0;250;300
383;NACIONAL;LIMA;LIMA;EL AGUSTINO;IE PARROQUIAL APOSTOL SAN PEDRO;51128;0;0;0;0;168;0;168;300
384;NACIONAL;LIMA;LIMA;INDEPENDENCIA;POLIDEPORTIVO LAS AMERICAS;50526;0;0;0;0;241;0;241;300
385;NACIONAL;LIMA;LIMA;JESUS MARIA;CEBE 08 PERU HOLANDA;49721;0;0;0;0;285;0;285;300
386;NACIONAL;LIMA;LIMA;JESUS MARIA;CIRCULO MILITAR;49668;0;0;0;0;240;0;240;300
387;NACIONAL;LIMA;LIMA;JESUS MARIA;IE 091 SEÑOR DE LOS MILAGROS;49991;0;0;0;0;283;0;283;300
388;NACIONAL;LIMA;LIMA;LA VICTORIA;COLEGIO SACO OLIVEROS;39512;0;0;0;0;233;0;233;300
389;NACIONAL;LIMA;LIMA;LA VICTORIA;COMPLEJO DEPORTIVO OSCAR R. BENAVIDES;39521;0;0;0;0;227;0;227;300
390;NACIONAL;LIMA;LIMA;LA VICTORIA;IE 1123 SAGRADO CORAZON DE JESUS;39746;0;0;0;0;234;0;234;300
391;NACIONAL;LIMA;LIMA;LIMA;106 RAMON ESPINOSA;33289;0;0;0;0;229;0;229;300
392;NACIONAL;LIMA;LIMA;LIMA;IE 1157 JULIO C. TELLO R.;34161;0;0;0;0;254;0;254;300
393;NACIONAL;LIMA;LIMA;LIMA;IE 1162 DIVINO NIÑO JESUS;33767;0;0;0;0;221;0;221;300
394;NACIONAL;LIMA;LIMA;LIMA;IE 1168 HEROES DEL CENEPA;33779;0;0;0;0;216;0;216;300
395;NACIONAL;LIMA;LIMA;LIMA;IE NUESTRA SEÑORA DE GUADALUPE;34235;0;0;0;0;213;0;213;300
396;NACIONAL;LIMA;LIMA;LIMA;PILOTO FEMENINO DE LIMA;33563;48;0;48;2;35;0;85;300
397;NACIONAL;LIMA;LIMA;LIMA;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL - ESCUELA DE POST GRADO;33587;0;0;0;0;217;0;217;300
398;NACIONAL;LIMA;LIMA;LIMA;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL - FACULTAD DE DERECHO Y CIENCIAS POLÍTI;33865;0;0;0;0;238;0;238;300
399;NACIONAL;LIMA;LIMA;LOS OLIVOS;IE 2015 MANUEL GONZALES PRADA;57344;0;0;0;0;0;0;0;300
400;NACIONAL;LIMA;LIMA;LOS OLIVOS;IE 2092 CRISTO MORADO;57464;0;0;0;0;300;0;300;300
401;NACIONAL;LIMA;LIMA;MAGDALENA DEL MAR;HOSPITAL LARCO HERRERA;41718;0;0;0;0;204;0;204;300
