ID;Ambito;Departamento/Continente;Provincia/Pais;Distrito/Estado;Localidad/Embajada;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
190;EXTRANJERO;ASIA;VIETNAM;HANOI;EMBAJADA DEL PERÚ EN VIETNAM;82337;0;3;3;0;0;0;3;
191;EXTRANJERO;EUROPA;ITALIA;TURIN;CENTRO DE CONVENCIONES LINGOTTO FIERE;83247;0;0;0;0;159;0;159;
192;EXTRANJERO;EUROPA;MACEDONIA DEL NORTE;SKOPJE;CONSULADO HONORARIO DEL PERÚ EN SKOPJE;83355;0;5;5;0;0;0;5;
193;EXTRANJERO;EUROPA;SUIZA;GINEBRA;CENTRO INTERNACIONAL DE CONFERENCIAS DE GINEBRA (CICG)¿;83327;0;72;72;3;6;0;81;
194;EXTRANJERO;EUROPA;UCRANIA;KHARKOV;"SALA DE CONFERENCIAS DE LA COMPAÑÍA ""FOP MAZLIN VOLODYMYR"".";83353;0;22;22;0;0;0;22;
195;EXTRANJERO;AMERICA;ARGENTINA;BUENOS AIRES;ESCUELA NORMAL SUPERIOR N° 03;80254;0;58;58;0;8;0;66;
196;EXTRANJERO;AMERICA;ARGENTINA;CORDOBA;ESCUELA JUAN BAUTISTA ALBERDI;80335;0;61;61;0;8;0;69;
197;EXTRANJERO;AMERICA;CHILE;SANTIAGO;E.B. SALVADOR SANFUENTES;80715;0;0;0;0;147;0;147;
198;EXTRANJERO;AMERICA;CHILE;SANTIAGO;ESCUELA REPÚBLICA DE ALEMANIA;80849;0;0;0;0;143;0;143;
199;EXTRANJERO;AMERICA;CHILE;SANTIAGO;LICEO INDUSTRIAL ELIODORO GARCÍA ZEGERS;80995;0;0;0;0;35;0;35;
200;EXTRANJERO;AMERICA;CHILE;SANTIAGO;LICEO TAJAMAR;80803;0;0;0;0;158;0;158;
201;EXTRANJERO;AMERICA;VENEZUELA;CARACAS;UNIDAD EDUCATIVA PRIVADA COLEGIO DON BOSCO;82195;0;0;0;0;0;0;0;
202;EXTRANJERO;AMERICA;VENEZUELA;CARACAS;UNIDAD EDUCATIVA PRIVADA COLEGIO DON BOSCO;82196;0;0;0;0;0;0;0;
203;EXTRANJERO;ASIA;JAPON;TOKIO;TOKYO RYUTSU CENTER;82246;0;64;64;0;0;0;64;
204;EXTRANJERO;EUROPA;ESPAÑA;MADRID;RECINTO FERIAL IFEMA PABELLÓN Nº 9;82828;0;61;61;0;7;0;68;
205;EXTRANJERO;AMERICA;ESTADOS UNIDOS DE AMERICA;MIAMI;CONVENTION CENTER;81281;0;102;102;0;1;0;103;
206;EXTRANJERO;AMERICA;ESTADOS UNIDOS DE AMERICA;MIAMI;CONVENTION CENTER;81313;0;95;95;0;0;0;95;
207;EXTRANJERO;AMERICA;ESTADOS UNIDOS DE AMERICA;MIAMI;CONVENTION CENTER;81372;0;109;109;0;0;0;109;
208;EXTRANJERO;AMERICA;ESTADOS UNIDOS DE AMERICA;NUEVA JERSEY;MEADOWLANDS EXPOSITION CENTER;81774;0;0;0;0;74;0;74;
209;EXTRANJERO;AMERICA;ESTADOS UNIDOS DE AMERICA;NUEVA JERSEY;MEADOWLANDS EXPOSITION CENTER;81872;0;0;0;0;82;0;82;
