ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
38;LA LIBERTAD;BOLIVAR;BAMBAMARCA;IE 80099 TUPAC AMARU;028014;0;0;0;0;169;0;169;300
39;LA LIBERTAD;OTUZCO;OTUZCO;IE SIMON BOLIVAR;028428;0;0;0;0;300;0;300;300
40;LA LIBERTAD;PATAZ;PARCOY;IE 80454 ANDRES AVELINO CACERES;028956;0;0;0;0;300;0;300;300
41;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;IE 80779 LA INMACULADA;028059;0;0;0;0;231;0;231;300
42;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;IE 81578;029095;0;0;0;0;91;0;91;291
43;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;IE 80521 MANUEL ENCARNACION SAAVEDRA GELDRES;029035;0;0;0;0;227;0;227;300
44;LA LIBERTAD;TRUJILLO;LA ESPERANZA;ESTADIO MUNICIPAL VICTOR RAUL HAYA DE LA TORRE;027768;0;0;0;0;254;0;254;300
45;LA LIBERTAD;TRUJILLO;LA ESPERANZA;IE 80829 JOSE OLAYA;027649;0;0;0;0;168;0;168;300
46;LA LIBERTAD;TRUJILLO;TRUJILLO;IE RAFAEL NARVAEZ CADENILLAS;026140;0;0;0;0;240;0;240;300
47;LAMBAYEQUE;CHICLAYO;CHICLAYO;048 SEMILLLITAS DE JESUS;030678;0;0;0;0;251;0;251;300
48;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;I.E.P. - E.B.R. SHUCUSHYACU;062431;0;0;0;0;169;0;169;283
49;LORETO;ALTO AMAZONAS;YURIMAGUAS;IE 62011 ASCENCIO RIVERA CASTILLO - PRIMARIA;902351;0;0;0;0;198;0;198;293
50;LORETO;LORETO;NAUTA;IE 60520 MIGUEL GRAU SEMINARIO;062456;0;0;0;0;208;0;208;300
51;LORETO;LORETO;NAUTA;IEPS 60540 WOSTER SALINAS SAAVEDRA;902395;0;0;0;0;115;0;115;258
52;LORETO;MAYNAS;NAPO;IST 60087 LUCILLE GAGNE PELLERIN;061478;0;0;0;0;120;0;120;300
53;LORETO;MAYNAS;PUNCHANA;CETPRO PADRE JESUS GARCIA;061701;0;0;0;0;204;0;204;300
54;LORETO;MAYNAS;TORRES CAUSANA;IEP 60326 CABO PANTOJA;061496;0;0;0;0;138;0;138;287
55;LORETO;MAYNAS;TORRES CAUSANA;IEP 60326 CABO PANTOJA;061497;0;0;0;0;97;0;97;287
56;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;IEPS N 6010104 TENIENTE EJERCITO RUIZ GARCIA RUIZ;063111;0;0;0;0;97;0;97;273
57;LORETO;UCAYALI;CONTAMANA;"I.E.I CUNA JARDIN N° 212 ""NIÑO JESUS""";062726;0;0;0;0;217;0;217;300
58;MADRE DE DIOS;MANU;MADRE DE DIOS;IE BASICA REGULAR BOCA COLORADO;902559;0;0;0;0;193;0;193;293
59;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;IE SAN MIGUEL ARCANGEL;067153;0;0;0;0;300;0;300;300
60;PIURA;MORROPON;SALITRAL;IE. JORGE BASADRE;067483;0;0;0;0;300;0;300;300
61;PIURA;MORROPON;SAN JUAN DE BIGOTE;IE JOSE CARLOS MARIATEGUI;067596;0;65;65;4;17;0;86;286
62;PIURA;PAITA;PAITA;IE 14739 ELISEO ALCIDES BERNAL LA SERNA;067732;0;0;0;0;249;0;249;300
63;PIURA;PIURA;CASTILLA;IE PARROQUIAL NIÑO JESUS DE PRAGA;065516;0;0;0;0;169;0;169;300
64;PIURA;PIURA;CASTILLA;IEP IDEPUNP;065423;0;0;0;0;253;0;253;300
65;PIURA;PIURA;CATACAOS;IEP SANTA MARIA;065647;0;0;0;0;40;0;40;300
66;PIURA;PIURA;CURA MORI;CRFA LAS CAPULLANAS;066215;0;0;0;0;244;0;244;300
67;PIURA;PIURA;CURA MORI;IE 14053;066229;0;0;0;0;232;0;232;300
68;PIURA;PIURA;LA ARENA;IE 14123;065758;0;0;0;0;231;0;231;300
69;PIURA;PIURA;LA UNION;IEP SANTA BERNARDITA;065842;0;0;0;0;63;0;63;285
70;PIURA;PIURA;LA UNION;MINI COLISEO DEPORTIVO MUNICIPAL LA UNION;065836;0;0;0;0;238;0;238;300
71;PIURA;PIURA;PIURA;20124;064956;0;0;0;0;235;0;235;300
72;PIURA;TALARA;MANCORA;IE 14917 MICAELA BASTIDAS - SECUNDARIA;069053;0;0;0;0;246;0;246;300
73;PUNO;YUNGUYO;YUNGUYO;IES JOSE GALVEZ;071937;0;15;15;1;77;0;93;300
74;SAN MARTIN;EL DORADO;SAN MARTIN;IE 0309 TUPAC AMARU II;074350;0;0;0;0;224;0;224;300
75;SAN MARTIN;EL DORADO;SANTA ROSA;IE Nº 0326 - PRIMARIA / SECUNDARIA;903058;0;0;0;0;232;0;232;252
76;SAN MARTIN;MARISCAL CACERES;HUICUNGO;I.E 268 MI DULCE HOGAR;072991;0;0;0;0;185;0;185;296
77;SAN MARTIN;MARISCAL CACERES;PACHIZA;IE 0480 JOSE GABRIEL CONDORCANQUI NOGUERA;073014;0;0;0;0;99;0;99;230
78;SAN MARTIN;TOCACHE;TOCACHE;0228;073998;0;0;0;0;239;0;239;300
79;SAN MARTIN;TOCACHE;UCHIZA;IE 0426 INMACULADA CONCEPCION;074160;0;0;0;0;88;0;88;280
80;TUMBES;TUMBES;TUMBES;IEI 049 MIS PRIMEROS PASOS;075508;0;0;0;0;52;0;52;57
81;UCAYALI;CORONEL PORTILLO;CALLERIA;CEBA - EL ARENAL;078755;0;0;0;0;231;0;231;300
82;UCAYALI;CORONEL PORTILLO;YARINACOCHA;IE 64096;079164;0;0;0;0;199;0;199;300
83;UCAYALI;PADRE ABAD;CURIMANA;IE CURIMANA;079770;0;0;0;0;294;0;294;294
84;LIMA;HUARAL;CHANCAY;20799 DANIEL ALCIDES CARRION;060366;0;0;0;0;300;0;300;300
85;LIMA;HUAURA;HUACHO;IE 20318 JOSE A MACNAMARA IEI 658 FE Y ALEGRIA;059172;0;0;0;0;54;0;54;300
86;LIMA;HUAURA;HUALMAY;IEP LICEO ESPAÑOL SAN JUAN BAUTISTA;059243;0;0;0;0;300;0;300;300
87;LIMA;HUAURA;SAYAN;IE 20849 JOSE FAUSTINO SANCHEZ CARRION;902261;0;0;0;0;242;0;242;282
88;LIMA;LIMA;ATE;206 HUELLITAS DE AMOR;034521;0;0;0;0;256;0;256;300
89;LIMA;LIMA;ATE;IE 1270 JUAN EL BAUTISTA;035919;0;0;0;0;231;0;231;300
90;LIMA;LIMA;ATE;LOSA DEPORTIVA NIÑO JESUS II ETAPA;035765;0;0;0;0;193;0;193;300
91;LIMA;LIMA;BARRANCO;02 LAURA ALVA SALDAÑA;044552;0;0;0;0;224;0;224;269
92;LIMA;LIMA;BARRANCO;IE 7049 CAP FAP JOSE ABELARDO QUIÑONES GONZALES;044649;0;0;0;0;216;0;216;300
93;LIMA;LIMA;BREÑA;POLITECNICO SALESIANO - SALESTEC;036224;0;0;0;0;300;0;300;300
94;LIMA;LIMA;CARABAYLLO;SANTA ROSA DE VILLA;036548;0;0;0;0;205;0;205;300
95;LIMA;LIMA;CHORRILLOS;IE 7066 ANDRES AVELINO CACERES;039101;0;0;0;0;300;0;300;300
96;LIMA;LIMA;CHORRILLOS;IE 7076 BRISAS DE VILLA;039152;0;0;0;0;236;0;236;300
97;LIMA;LIMA;COMAS;888 SEÑOR DE LOS MILAGROS;037138;0;0;0;0;263;0;263;300
98;LIMA;LIMA;COMAS;ESTADIO TEOFILO CUBILLAS;038125;0;0;0;0;250;0;250;300
99;LIMA;LIMA;COMAS;IE 2022 SINCHI ROCA;037468;0;0;0;0;261;0;261;300
100;LIMA;LIMA;COMAS;IE PERUANO SUIZO;037954;0;0;0;0;283;0;283;300
101;LIMA;LIMA;EL AGUSTINO;IE GRAN MARISCAL ANDRES AVELINO CACERES DORREGARAY;051020;0;0;0;0;250;0;250;300
102;LIMA;LIMA;EL AGUSTINO;IE PARROQUIAL APOSTOL SAN PEDRO;051128;0;0;0;0;168;0;168;300
103;LIMA;LIMA;INDEPENDENCIA;POLIDEPORTIVO LAS AMERICAS;050526;0;0;0;0;241;0;241;300
104;LIMA;LIMA;JESUS MARIA;CEBE 08 PERU HOLANDA;049721;0;0;0;0;285;0;285;300
105;LIMA;LIMA;JESUS MARIA;CIRCULO MILITAR;049668;0;0;0;0;240;0;240;300
106;LIMA;LIMA;JESUS MARIA;IE 091 SEÑOR DE LOS MILAGROS;049991;0;0;0;0;283;0;283;300
107;LIMA;LIMA;LA VICTORIA;COLEGIO SACO OLIVEROS;039512;0;0;0;0;233;0;233;300
108;LIMA;LIMA;LA VICTORIA;COMPLEJO DEPORTIVO OSCAR R. BENAVIDES;039521;0;0;0;0;227;0;227;300
109;LIMA;LIMA;LA VICTORIA;IE 1123 SAGRADO CORAZON DE JESUS;039746;0;0;0;0;234;0;234;300
110;LIMA;LIMA;LIMA;106 RAMON ESPINOSA;033289;0;0;0;0;229;0;229;300
111;LIMA;LIMA;LIMA;IE 1157 JULIO C. TELLO R.;034161;0;0;0;0;254;0;254;300
112;LIMA;LIMA;LIMA;IE 1162 DIVINO NIÑO JESUS;033767;0;0;0;0;221;0;221;300
113;LIMA;LIMA;LIMA;IE 1168 HEROES DEL CENEPA;033779;0;0;0;0;216;0;216;300
114;LIMA;LIMA;LIMA;IE NUESTRA SEÑORA DE GUADALUPE;034235;0;0;0;0;213;0;213;300
115;LIMA;LIMA;LIMA;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL - ESCUELA DE POST GRADO;033587;0;0;0;0;217;0;217;300
116;LIMA;LIMA;LIMA;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL - FACULTAD DE DERECHO Y CIENCIAS POLÍTI;033865;0;0;0;0;238;0;238;300
117;LIMA;LIMA;LOS OLIVOS;IE 2015 MANUEL GONZALES PRADA;057344;0;0;0;0;0;0;0;300
118;LIMA;LIMA;LOS OLIVOS;IE 2092 CRISTO MORADO;057464;0;0;0;0;300;0;300;300
119;LIMA;LIMA;MAGDALENA DEL MAR;HOSPITAL LARCO HERRERA;041718;0;0;0;0;204;0;204;300
120;LIMA;LIMA;PACHACAMAC;IEP SAN PEDRO;042456;0;0;0;0;270;0;270;270
121;LIMA;LIMA;PUENTE PIEDRA;8180 CELSO LINO RICALDI;042944;0;0;0;0;241;0;241;300
122;LIMA;LIMA;PUENTE PIEDRA;ESTADIO SANTA ROSA DE PUENTE PIEDRA;043510;0;0;0;0;161;0;161;300
123;LIMA;LIMA;PUENTE PIEDRA;IE 2081 PERU SUIZA;043286;0;0;0;0;300;0;300;300
124;LIMA;LIMA;PUENTE PIEDRA;IE 5168 ROSA LUZ;043380;0;0;0;0;255;0;255;300
125;LIMA;LIMA;PUENTE PIEDRA;IEP LOS CERVANTINOS;043463;0;0;0;0;300;0;300;300
126;LIMA;LIMA;RIMAC;CEBA - 3016 RICARDO QUIMPER EX-3035;044191;0;0;0;0;235;0;235;300
127;LIMA;LIMA;RIMAC;ESTHER CACERES SALGADO;043753;0;0;0;0;63;0;63;300
128;LIMA;LIMA;SAN BORJA;PARQUE ARAMBURU;055492;0;0;0;0;199;0;199;275
129;LIMA;LIMA;SAN ISIDRO;COLEGIO SAGRADO CORAZON SOPHIANUM;044382;0;0;0;0;261;0;261;300
130;LIMA;LIMA;SAN JUAN DE LURIGANCHO;0141 VIRGEN DE COCHARCAS;052363;0;0;0;0;130;0;130;300
131;LIMA;LIMA;SAN JUAN DE LURIGANCHO;0156 EL PORVENIR;052377;0;0;0;0;246;0;246;300
132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;CAMPO DEPORTIVO JAVIER HERAUD;053084;0;0;0;0;235;0;235;300
133;LIMA;LIMA;SAN JUAN DE LURIGANCHO;CAMPO DEPORTIVO LAS PALMERAS;053246;0;0;0;0;69;0;69;300
134;LIMA;LIMA;SAN JUAN DE LURIGANCHO;CAMPO DEPORTIVO LOS HERALDOS;053105;0;0;0;0;245;0;245;300
135;LIMA;LIMA;SAN JUAN DE LURIGANCHO;CENTRO DEPORTIVO UPIS HUASCAR;054799;0;0;0;0;255;0;255;300
136;LIMA;LIMA;SAN JUAN DE LURIGANCHO;IE 0171-10 HANNI ROLFES;052400;0;0;0;0;242;0;242;300
137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;IE 130 HEROES DE CENEPA;054237;0;0;0;0;250;0;250;300
138;LIMA;LIMA;SAN JUAN DE LURIGANCHO;IE 131 MONITOR HUASCAR;054249;0;0;0;0;271;0;271;300
139;LIMA;LIMA;SAN JUAN DE LURIGANCHO;IE 161 MOISES COLONIA TRINIDAD;054467;0;0;0;0;38;0;38;300
140;LIMA;LIMA;SANTIAGO DE SURCO;COMPLEJO DEPOR LOMA AMARILLA;047114;0;0;0;0;224;0;224;300
141;LIMA;LIMA;SANTIAGO DE SURCO;IE 6047 JOSE MARIA ARGUEDAS;047246;0;0;0;0;244;0;244;300
142;LIMA;LIMA;SANTIAGO DE SURCO;IE URPI WASSI;048145;0;0;0;0;53;0;53;300
143;LIMA;LIMA;SURQUILLO;CEBE SANTA MARIA DE GUADALUPE;048439;0;0;0;0;271;0;271;300
144;LIMA;LIMA;VILLA EL SALVADOR;POLIDEPORTIVO VILLA EL SALVADOR;056272;0;0;0;0;251;0;251;300
145;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;IEP HENDRIK ANTOON LORENTZ 3;048654;0;0;0;0;216;0;216;300
146;LIMA;LIMA;SANTA ANITA;IEP SANTA MARIA DE JESUS - PRIMARIA;057907;0;0;0;0;241;0;241;300
147;LIMA;LIMA;SANTA ANITA;MIS PRIMEROS PASOS;057844;0;0;0;0;245;0;245;300
148;LIMA;LIMA;SANTA ANITA;IE 123 LOS ARBOLES;058071;0;0;0;0;245;0;245;300
149;LIMA;LIMA;SANTA ANITA;IE 1253 FRANCISCO BOLOGNESI;058331;0;0;0;0;77;0;77;300
150;LIMA;LIMA;SAN MIGUEL;IE 1086 JESUS REDENTOR;046894;0;0;0;0;220;0;220;300
151;LIMA;LIMA;SAN MARTIN DE PORRES;IE 3032 VILLA ANGELICA;045455;0;0;0;1;66;0;67;300
152;LIMA;LIMA;SAN MARTIN DE PORRES;LOSA DEPORTIVA VIRGEN INMACULADA CONCEPCION;046039;0;0;0;0;223;0;223;300
153;LIMA;LIMA;SAN MARTIN DE PORRES;IEP SANTO DOMINGO EL PREDICADOR;045965;0;0;0;0;83;0;83;300
154;LIMA;LIMA;SAN MARTIN DE PORRES;IEP NUESTRA SEÃ‘ORA DE LA PAZ;044936;0;0;0;0;249;0;249;300
155;LIMA;LIMA;SAN MARTIN DE PORRES;IE 3043 RAMON CASTILLA;045554;0;0;0;0;275;0;275;300
156;LIMA;LIMA;SAN MARTIN DE PORRES;AGENCIA MUNICIPAL INFANTA;045656;0;0;0;0;242;0;242;300
157;LIMA;LIMA;SAN JUAN DE MIRAFLORES;PARQUE ECOLOGICO NUMERO 3;052159;0;0;0;0;239;0;239;300
158;LIMA;LIMA;SAN JUAN DE MIRAFLORES;IEP SANTA MARIA EDUVIGES;051485;0;0;0;0;244;0;244;300
159;LIMA;LIMA;SAN JUAN DE MIRAFLORES;IE 7062 NACIONES UNIDAS;051795;0;0;0;0;216;0;216;300
160;LIMA;LIMA;SAN JUAN DE LURIGANCHO;SOLIDARIDAD III;052843;0;0;0;0;32;0;32;300
161;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LOSA DEPORTIVA PARQUE 4 OSCAR BENEGAS;053543;0;0;0;0;217;0;217;300
162;LIMA;LIMA;SAN JUAN DE LURIGANCHO;IEP APRENDAMOS DE JESUS;053508;0;0;0;0;300;0;300;300
163;LIMA;LIMA;SAN JUAN DE LURIGANCHO;IE MUNDO FELIZ;053770;0;0;0;0;210;0;210;300
164;LIMA;LIMA;SAN JUAN DE LURIGANCHO;IE 171 01 JUAN VELASCO ALVARADO;053967;0;0;0;0;249;0;249;300
165;LIMA;LIMA;SAN LUIS;IE 1133 SANTISIMA VIRGEN DE FATIMA;055020;0;0;0;0;247;0;247;300
166;LIMA;LIMA;PUENTE PIEDRA;LOSA DEPORTIVA LOS GERANIOS ZAPALLAL;043548;0;0;0;0;231;0;231;300
167;LIMA;LIMA;LOS OLIVOS;PARQUE SANTA ROSA;057281;0;0;0;0;300;0;300;300
168;LIMA;LIMA;VILLA EL SALVADOR;POLIDEPORTIVO VILLA EL SALVADOR;056240;0;0;0;0;258;0;258;300
169;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;IE 6057 VIRGEN DE LOURDES;049176;0;0;0;0;271;0;271;300
170;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;IE FE Y ALEGRIA NÂ° 23;049428;0;0;0;0;267;0;267;300
171;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;IEP CRISTO AMIGO;049008;0;0;0;0;250;0;250;300
172;AFRICA;SUDAFRICA;JOHANNESBURGO;EDIFICIO NORMA & VILMA;079945;1;37;38;0;0;0;38;
173;AMERICA;CHILE;SANTIAGO;LICEO JOSE VICTORIANO LASTARRIA;080922;0;0;0;0;0;0;0;
174;AMERICA;CHILE;SANTIAGO;LICEO JOSE VICTORIANO LASTARRIA;080923;0;0;0;0;0;0;0;
175;AMERICA;ESTADOS UNIDOS DE AMERICA;TAMPA;TAMPA CONVENTION CENTER;081936;1;52;53;0;1;0;54;
176;AMERICA;ESTADOS UNIDOS DE AMERICA;TAMPA;TAMPA CONVENTION CENTER;081945;0;68;68;0;0;0;68;
177;AMERICA;HAITI;PUERTO PRINCIPE;CONSULADO HONORARIO DEL PERÚ EN HAITÍ;082073;1;3;4;0;0;0;4;
178;AMERICA;TRINIDAD TOBAGO;PUERTO ESPAÑA;EMBAJADA DEL PERÚ EN PUERTO ESPAÑA;082122;1;6;7;0;1;0;8;
179;AMERICA;VENEZUELA;PUERTO ORDAZ;HOTEL ROSA BELA;082172;0;39;39;0;0;0;39;
180;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082128;1;2;3;0;0;0;3;
181;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082129;0;2;2;0;0;0;2;
182;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082130;0;2;2;0;0;0;2;
183;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082167;0;0;0;0;0;0;0;
184;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082168;0;0;0;0;0;0;0;
185;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082192;0;0;0;0;0;0;0;
186;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082193;0;0;0;0;0;0;0;
187;AMERICA;VENEZUELA;VALENCIA;HOTEL EXECUTIVE SUITES VALENCIA;082194;0;0;0;0;0;0;0;
188;ASIA;ARABIA SAUDITA;RIAD;EMBAJADA DEL PERÚ EN EL REINO DE ARABIA SAUDITA;082336;0;0;0;0;0;0;0;
189;ASIA;INDIA;NUEVA DELHI;EMBAJADA DEL PERÚ EN INDIA;082205;0;4;4;0;0;0;4;
190;ASIA;INDONESIA;JAKARTA;EMBAJADA DEL PERÚ EN YAKARTA;082332;1;4;5;0;0;0;5;
191;ASIA;JAPON;OKINAWA;NAHA SHI TEMBUSU KAN;082248;0;36;36;3;0;0;39;
192;ASIA;JAPON;TOKIO;TOKYO RYUTSU CENTER;082225;1;67;68;0;1;0;69;
193;ASIA;KUWAIT;AL - KUWAIT;EMBAJADA DEL PERÚ EN KUWAIT;082340;0;0;0;0;0;0;0;
194;ASIA;LIBANO;BEIRUT;CONSULADO HONORARIO DEL PERÚ EN BEIRUT;082330;0;0;0;0;0;0;0;
195;ASIA;MALASIA;KUALA LUMPUR;RESIDENCIA OFICIAL DE LA EMBAJADA DEL PERÚ EN KUALA LUMPUR;082341;0;5;5;0;0;0;5;
196;ASIA;QATAR;DOHA;EMBAJADA DEL PERÚ EN QATAR;082344;1;18;19;0;1;0;20;
197;ASIA;REPUBLICA POPULAR CHINA;GUANGZHOU;CONSULADO GENERAL DEL PERÚ EN GUANGZHOU;082204;0;15;15;0;1;0;16;
198;ASIA;REPUBLICA POPULAR CHINA;SHANGHAI;JING'AN KERRY CENTER;082201;1;19;20;0;0;0;20;
199;ASIA;TURQUIA;ANKARA;EMBAJADA DEL PERÚ EN ANKARA;082335;1;5;6;0;0;0;6;
200;ASIA;VIETNAM;HANOI;EMBAJADA DEL PERÚ EN VIETNAM;082337;0;3;3;0;0;0;3;
201;EUROPA;GRECIA;SALONICA;CONSULADO HONORARIO DEL PERÚ EN SALONICA;082970;1;5;6;0;1;0;7;
202;EUROPA;ITALIA;TURIN;CENTRO DE CONVENCIONES LINGOTTO FIERE;083247;0;0;0;0;159;0;159;
203;EUROPA;MACEDONIA DEL NORTE;SKOPJE;CONSULADO HONORARIO DEL PERÚ EN SKOPJE;083355;0;5;5;0;0;0;5;
204;EUROPA;SUIZA;GINEBRA;CENTRO INTERNACIONAL DE CONFERENCIAS DE GINEBRA (CICG)¿;083327;0;72;72;3;6;0;81;
205;EUROPA;UCRANIA;KHARKOV;"SALA DE CONFERENCIAS DE LA COMPAÑÍA ""FOP MAZLIN VOLODYMYR"".";083353;0;22;22;0;0;0;22;
206;AMERICA;ARGENTINA;BUENOS AIRES;ESCUELA NORMAL SUPERIOR N° 03;080254;0;58;58;0;8;0;66;
207;AMERICA;ARGENTINA;CORDOBA;ESCUELA JUAN BAUTISTA ALBERDI;080335;0;61;61;0;8;0;69;
208;AMERICA;CHILE;SANTIAGO;E.B. SALVADOR SANFUENTES;080715;0;0;0;0;147;0;147;
209;AMERICA;CHILE;SANTIAGO;ESCUELA REPÚBLICA DE ALEMANIA;080849;0;0;0;0;143;0;143;
210;AMERICA;CHILE;SANTIAGO;LICEO INDUSTRIAL ELIODORO GARCÍA ZEGERS;080995;0;0;0;0;35;0;35;
211;AMERICA;CHILE;SANTIAGO;LICEO TAJAMAR;080803;0;0;0;0;158;0;158;
212;AMERICA;VENEZUELA;CARACAS;UNIDAD EDUCATIVA PRIVADA COLEGIO DON BOSCO;082195;0;0;0;0;0;0;0;
213;AMERICA;VENEZUELA;CARACAS;UNIDAD EDUCATIVA PRIVADA COLEGIO DON BOSCO;082196;0;0;0;0;0;0;0;
214;ASIA;JAPON;TOKIO;TOKYO RYUTSU CENTER;082241;1;70;71;0;0;0;71;
215;ASIA;JAPON;TOKIO;TOKYO RYUTSU CENTER;082246;0;64;64;0;0;0;64;
216;EUROPA;ESPAÑA;MADRID;RECINTO FERIAL IFEMA PABELLÓN Nº 9;082828;0;61;61;0;7;0;68;
217;AMERICA;ESTADOS UNIDOS DE AMERICA;MIAMI;CONVENTION CENTER;081281;0;102;102;0;1;0;103;
