ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
74;AREQUIPA;CONDESUYOS;CAYARANI;IE 40459 SAN ROQUE;900562;122;2;124;3;12;0;139;226
75;AYACUCHO;CANGALLO;TOTOS;IEP JUAN PABLO VIZCARDO Y GUZMAN;009478;145;3;148;0;2;0;150;282
76;AYACUCHO;HUAMANGA;ACOCRO;IE GENERAL TRINIDAD MORAN;009264;216;3;219;3;25;0;247;293
77;AYACUCHO;HUAMANGA;AYACUCHO;IEPE SAN RAMON;008945;0;0;0;0;265;0;265;300
78;AYACUCHO;HUAMANGA;CHIARA;IEI Nº 432-15/MX-M ALPACHACA;900575;159;3;162;0;1;0;163;168
79;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;IEP JEAN PIAGET;009144;241;2;243;0;2;0;245;300
80;AYACUCHO;HUAMANGA;VINCHOS;IE 38050 ARISTIDES GUILLEN VALDIVIA;900588;191;0;191;2;12;0;205;261
81;AYACUCHO;HUAMANGA;VINCHOS;IE 38050 ARISTIDES GUILLEN VALDIVIA;900591;189;1;190;0;18;0;208;262
82;AYACUCHO;HUAMANGA;VINCHOS;IE MIXTO HAYA DE LA TORRE SECUNDARIA;900598;223;2;225;0;3;0;228;278
83;AYACUCHO;HUAMANGA;VINCHOS;IE MIXTO HAYA DE LA TORRE SECUNDARIA;900599;217;2;219;0;0;0;219;278
84;AYACUCHO;HUAMANGA;VINCHOS;IEP JOSE DE SAN MARTIN;009210;212;0;212;9;0;0;221;300
85;AYACUCHO;HUANCA SANCOS;CARAPO;IE 38472 MX MANCHIRI;900717;131;1;132;0;6;0;138;197
86;AYACUCHO;HUANTA;IGUAIN;IE CARLOS CH. HIRAOKA;009619;181;0;181;0;27;0;208;288
87;AYACUCHO;HUANTA;SANTILLANA;IE JOSE SANTOS FIGUEROA;009643;136;3;139;0;36;0;175;300
88;AYACUCHO;LA MAR;ANCO;IE FRANCISCO DE ZELA;009752;121;1;122;0;8;0;130;296
89;AYACUCHO;LA MAR;ANCO;IE VIRGEN DE LAS NIEVES;900652;119;2;121;1;0;0;122;151
90;AYACUCHO;LA MAR;ANCO;IEI 383;900653;100;2;102;0;10;0;112;167
91;AYACUCHO;LA MAR;SANTA ROSA;IEP JOSE GALVEZ;009863;44;2;46;0;0;0;46;53
92;AYACUCHO;VICTOR FAJARDO;SARHUA;IE 38530 MXP JOSE RODOLFO SABOGAL WISSE;900705;114;1;115;1;5;0;121;154
93;AYACUCHO;VICTOR FAJARDO;SARHUA;IE 38530 MXP JOSE RODOLFO SABOGAL WISSE;900706;110;2;112;2;3;0;117;154
94;CAJAMARCA;CAJABAMBA;CONDEBAMBA;IE 821019 MALCAS;900798;0;0;0;0;198;0;198;252
95;CAJAMARCA;CAJAMARCA;CAJAMARCA;PLATAFORMA DEPORTIVA RAMON CASTILLA;010398;0;0;0;0;262;0;262;300
96;CAJAMARCA;CAJAMARCA;CHETILLA;FERNANDO BELAUNDE TERRY;010869;158;0;158;0;0;0;158;255
97;CAJAMARCA;CELENDIN;HUASMIN;IE 82469 CHUGUR;900828;215;2;217;1;1;0;219;279
98;CAJAMARCA;CELENDIN;HUASMIN;IE 82469 CHUGUR;900829;208;1;209;1;9;0;219;280
99;CAJAMARCA;CELENDIN;HUASMIN;IE AGROPECUARIO JEREZ;900821;105;3;108;0;5;0;113;276
100;CAJAMARCA;CELENDIN;HUASMIN;IES VISTA ALEGRE;900832;152;1;153;3;15;0;171;219
101;CAJAMARCA;CHOTA;ANGUIA;IE 10470 VICTOR A. SANCHEZ OLANO;012044;108;1;109;0;6;0;115;218
