ID;Departamento;Provincia;Distrito;Localidad;Mesa;Peru Libre;Fuerza Popular;Total Validos;Voto Blanco;Voto Nulo;Voto Impugnado;Total Votos;Electores Habiles
127;PUNO;AZANGARO;CHUPA;IES Nº 125 CHUPA;070066;214;0;214;0;19;0;233;300
128;PUNO;AZANGARO;SAMAN;IES SAN AGUSTIN;070111;246;0;246;0;17;0;263;295
129;PUNO;CHUCUITO;ZEPITA;IES ANDRES AVELINO CACERES;070498;226;0;226;0;2;0;228;300
130;PUNO;CHUCUITO;ZEPITA;INSTITUTO DE EDUCACION SUPERIOR-TECNOLOGICO;070507;231;0;231;0;8;0;239;300
131;PUNO;EL COLLAO;ILAVE;IEP 70315 GLORIOSO 895;072181;207;0;207;0;23;0;230;300
132;PUNO;EL COLLAO;ILAVE;IES POLITECNICO REGIONAL DON BOSCO;072133;217;0;217;0;12;0;229;300
133;PUNO;HUANCANE;HUANCANE;IEP 73003;070601;176;0;176;0;30;0;206;300
134;PUNO;HUANCANE;HUANCANE;IES CESAR VALLEJO;070571;228;0;228;0;18;0;246;300
135;PUNO;HUANCANE;VILQUE CHICO;IE VICTOR ANDRES BELAUNDE;902865;160;0;160;0;9;0;169;188
136;PUNO;PUNO;PLATERIA;IES GAMALIEL CHURATA;902825;144;0;144;0;9;0;153;174
137;PUNO;YUNGUYO;YUNGUYO;IES CESAR VALLEJO;071970;231;0;231;0;0;0;231;300
138;PUNO;YUNGUYO;YUNGUYO;IES JOSE GALVEZ;071917;209;0;209;0;3;0;212;300
139;SAN MARTIN;EL DORADO;SAN MARTIN;IE 0309 TUPAC AMARU II;074350;0;0;0;0;224;0;224;300
140;SAN MARTIN;EL DORADO;SANTA ROSA;IE Nº 0326 - PRIMARIA / SECUNDARIA;903058;0;0;0;0;232;0;232;252
141;SAN MARTIN;MARISCAL CACERES;HUICUNGO;I.E 268 MI DULCE HOGAR;072991;0;0;0;0;185;0;185;296
